Tipo de domicilio,Tipo de vialidad,Nombre de vialidad,Número exterior,Número interior,Tipo de asentamiento humano,Nombre del asentamiento humano,Código Postal,Nombre de la localidad,Nombre del Municipio o Delegación,Nombre del Estado o el Distrito Federal,Vialidad posterior (opcional),Descripción de ubicación (opcional),Latitud,Longitud,Horario de atención inicio,Horario de atención término,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Horario de recepción inicio,Horario de recepción término,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Horario de entrega inicio,Horario de término,Lunes,Martes,Miércoles,Jueves,Viernes,Sábado,Domingo,Todos los trámites
UMFH     4 TEQUISQUIAPAN,Calle,Niños Héroes ,S/N,,,Col.  ,76750,Tequisquiapan, Querétaro,Querétaro,,,20.52124,-99.886223,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       4 DOCTORES,Calle,Niños Héroes ,165,,,Col. Doctores ,6720,México , D.F. ,D.F.,,,19.4192052,-99.1503976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     6 IXHUATLANCILLO,Calle,Norte 2 ,S/N,,,Col.  ,94430,Ixhuatlancillo Sur, Veracruz Sur, Veracruz Sur,,,18.8921892,-97.1475904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH     33 EL CARRIZO,Calle,Norte 5 ,S/N,,,Col. Villa Gustavo Díaz Ordaz ,82747,El Carrizo , Sinaloa,Sinaloa,,,23.9666669,-106.7000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   5 GUANACEVI,Calle,Ocampo,S/N,,,,35400,Guanaceví, Durango,Durango,,,25.9312522,-105.9535964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  69 ETZATLAN,Calle,Ocampo ,S/N,,,Col. Centro ,46500,Etzatlan, Jalisco,Jalisco,,,20.7626308,-104.079972,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  170 ARAMARA,Calle,Océano Pacifico,S/N,,,Fracc. Palmar de Aramara,48302,Vallarta, Jalisco,Jalisco,,,-8.783195,-124.508523,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    19 C.MIGUEL ALEMAN,Calle,Octava e Hinojosa,S/N,,,Col. Zona Centro ,88300,Miguel Alemán, Tamaulipas,Tamaulipas,,,26.3808169,-99.0348264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGZMF  8  ZIHUATANEJO,Calle,Olinalá y Retorno ,1,,,Col. El Hujal ,40880,Teniente José Azueta, Guerrero,Guerrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGZMF   28 COSTA RICA,Calle,Onceava ,S/N,,,Col. Centro ,80430,Costa Rica , Sinaloa,Sinaloa,,,24.8048499,-107.385498,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      3 LA JOYA,Calle,Oriente 91 ,3498,,,Col. La Joya ,7860,Gustavo A. Madero , D.F. ,D.F.,,,19.5318639,-99.1014517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       1 COL. ROMA,Calle,Orizaba ,115,,,Col. Roma ,6720,México, D. F.,D.F.,,,19.4173053,-99.1595923,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 73  SALTILLO,Calle,Pablo De Mejía ,526,,,Col. Zona Centro ,25000,Saltillo, Coahuila,Coahuila,,,25.4167702,-101.008478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      29 V.GUADALUPE,Calle,Pablo Livas ,5501,,,Col. Zertuche ,67190,Guadalupe, Nuevo León,Nuevo León,,,25.6500663,-100.1671817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  38 CFE P. ESPAÑA,Calle,Parque España ,9,,,Col. Roma ,6720,México , D.F. ,D.F.,,,19.4162545,-99.1707267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  35 LOS LOBOS,Calle,Paseo de los Lobos ,6203,,,Col. Los Lobos ,,Tijuana, Baja California Norte,Baja California,,,32.5023994,-116.8979777,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      24 TEPIC,Calle,Paseo de Viena ,15,,,Col. Cd. Del Valle ,63190,Tepic, Nayarit,Nayarit,,,21.4905617,-104.8822487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  11  LORETO,Calle,Paseo Pedro de Ugarte,S/N,,,Col. Centro   ,23880,Loreto, Baja California Sur,Baja California Sur,,,26.007492,-111.3566957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    220 TOLUCA,Calle,Paseo Tollocan ,620,,,Col. Vértice ,50140,Toluca, Edo. de Méx. Poniente, Edo. México Poniente,,,19.2861399,-99.5697582,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      7 MORALES,Calle,Patria ,160,,,Col. Fracción de Morales ,78180,San Luis Potosí, San Luis Potosí,San Luis Potosí,,,22.1566853,-101.0209148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       5 TEPIC,Calle,Pedraza ,490 Pte. ,,,Col. Santa Teresita ,63000,Tepic, Nayarit,Nayarit,,,21.5041651,-104.8945887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      68 JIMENEZ,Calle,Pedro José Méndez,S/N,,,Col. Centro ,87700,Jiménez, Tamaulipas,Tamaulipas,,,24.2120305,-98.4814815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      69 ABASOLO,Calle,Pedro José Méndez,S/N,,,Col. Centro ,87760,Abasolo, Tamaulipas,Tamaulipas,,,22.3289037,-97.8796748,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      246 JOCOTITLAN,Calle,Pedro Laguna,301,,,Col.  ,,itlán, Edo. de Méx. Poniente, Edo. México Poniente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  29 HUICHAPAN,Calle,Pedro María Anaya,S/N,,,Col. La Campaña ,42410,Huichapan, Hidalgo,Hidalgo,,,20.3736,-99.64785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      66 JALAPA,Calle,Pedro Mora Beristain ,S/N,,,Col. Salud ,91100,Xalapa Norte, Veracruz Norte, Veracruz Norte,,,19.5715287,-96.9195717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    37 HERMOSILLO,Calle,Pedro Moreno ,14,,,Col. Centenario ,83260,Hermosillo, Sonora,Sonora,,,29.0756789,-110.9573031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      11 NOCHISTAN,Calle,Peñol y Raza Caxcana ,S/N,,,Col.  ,99900,Nochistlán, Zacatecas, Zacatecas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  36   BALANCAN,Calle,Periférico,S/N,,,Col. Las Flores ,86930,Balancan , Tabasco,Tabasco,,,17.8,-91.5333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      48 HUETAMO,Calle,Periférico Coplarmar ,"79,",,,Col. Unidad Deportiva,,Huetamo,Michoacán,Michoacán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      65 HERMOSILLO,Calle,Perimetral ,1101,,,Col. Álvaro Obregón ,83170,Hermosillo, Sonora,Sonora,,,29.1098967,-110.9998355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  70 CAREYES,Calle,Pintores ,12,,,Col. Centro ,48980,La Huerta, Jalisco,Jalisco,,,19.2387366,-104.5661228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      26 CARDENAS,Calle,Pípila,S/N,,,Col.  ,78380,Cárdenas, San Luis Potosí,San Luis Potosí,,,22.1173149,-100.9809041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      15 QUERETARO,Calle,Playa Condesa ,502,,,Col. Desarrollo San Pablo ,76150,Querétaro, Querétaro,Querétaro,,,20.6229752,-100.4115572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      12 SANTA FE,Calle,Plaza de los Héroes,S/N,,,Col. Unidad Habitacional Santa Fe ,1170,México , D.F. ,D.F.,,,19.3814456,-99.2264597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH   7 ATOTONILCO,Calle,Plaza Principal ,17,,,Col. Centro ,42980,Atotonilco de Tula, Hidalgo,Hidalgo,,,20.0075411,-99.217307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   21  VILLA DE ZARAGOZA,Calle,Plaza San Antonio Sur ,S/N,,,Col.  ,79540,Villa de Zaragoza, San Luis Potosí,San Luis Potosí,,,22.1930212,-100.9377082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      26 JUAN ALDAMA,Calle,Plutarco Elías Calles,S/N,,,Col.  ,98300,Juan Aldama, Zacatecas, Zacatecas,,,24.2939744,-103.3992126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      17 VILLA JUAREZ,Calle,Plutarco Elías Calles ,S/N,,,Col.  ,85294,Benito Juarez, Sonora,Sonora,,,22.213576,-97.8335791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   8   EMILIANO ZAPATA,Calle,Poblado C-16,S/N,,,Plan Chontalpa,86630,Plan Chontalpa,Tabasco,Tabasco,,,18.261156,-93.2216864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   9   BENITO JUAREZ,Calle,Poblado C-21,S/N,,,Plan Chontalpa,86480,"Benito Juárez, Plan Chontalpa",Tabasco,Tabasco,,,18.001342,-93.371284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  12   PEDRO C. COLORADO,Calle,Poblado C-26,S/N,,,Col. Pedro C. Colorado ,86421,"Plan Chontalpa, Huimanguillo",Tabasco,Tabasco,,,17.8317451,-93.3877137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  10   VICENTE GUERRERO,Calle,Poblado C-29,S/N,,,Col. Vicente Guerrero ,86500,Plan Chontalpa,Tabasco,Tabasco,,,18.001342,-93.371284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  13   FRANCISCO VILLA,Calle,Poblado C-31,S/N,,,Plan Chontalpa,86500,"Plan Chontalpa, Huimanguillo",Tabasco,Tabasco,,,18.001342,-93.371284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  14    20 NOVIEMBRE,Calle,Poblado C-33,S/N,,,Plan Chontalpa,86500,Plan Chontalpa,Tabasco,Tabasco,,,18.001342,-93.371284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       7 ORIZABA,Calle,Poniente 15 y Sur 6 ,13,,,Col.  ,94300,Orizaba Sur, Veracruz Sur, Veracruz Sur,,,18.8523804,-97.1058646,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      5 IXTACZOQUITLAN,Calle,Poniente 7,S/N,,,Col.  ,94430,Ixtaczoquitlán Sur, Veracruz Sur, Veracruz Sur,,,18.8921892,-97.1475904,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      37 CALPULALPAN,Calle,Porfirio Bonilla ,S/N,,,,90200,Calpulalpan,Tlaxcala,Tlaxcala,,,19.5865366,-98.5763494,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      17 MAGDALENA,Calle,Porfirio Díaz,14,,,Centro,,Magdalena Apascso,Oaxaca,Oaxaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      48 TAMIAHUA,Calle,Porfirio Díaz,111,,,,92560,Tamiahua Norte, Veracruz Norte, Veracruz Norte,,,21.2786097,-97.4469247,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  96 MASCOTA,Calle,Porfirio Díaz ,62,,,Col. Centro ,46900,Mascota, Jalisco,Jalisco,,,20.5220106,-104.7875158,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      34 TAMPAMOLON,Calle,Porfirio Díaz ,S/N,,,Col.  ,79850,Tampamolón, San Luis Potosí,San Luis Potosí,,,21.5588887,-98.8154139,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      66 SAN FERNANDO,Calle,Porfirio Díaz ,S/N,,,Col. Centro ,87666,San Fernando, Tamaulipas,Tamaulipas,,,24.6926254,-98.8291124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  62 CD. JUAREZ,Calle,Porfirio Parra,S/N,,,Col. Fco. I. Madero,,,,Chihuahua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGZMF   1 DURANGO,Calle,Predio Canoas,S/N,,,,34000,Durango, Durango,Durango,,,24.0256114,-104.6692881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 37 ING.MELCHOR,Calle,Predio Zacalapa,S/N,,,Col. Centro ,48900,Autlán, Jalisco,Jalisco,,,19.7707745,-104.3667578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  230 TOLUCA,Calle,Presa de la Angostura ,321,,,Col. Comisión Federal Electricidad ,50000,Toluca, Edo. de Méx. Poniente, Edo. México Poniente,,,19.2772795,-99.6358896,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   45 IRAPUATO,Calle,Presa de la Angostura y Oviachic,S/N,,,Fracc. Laboratorio,36544,Irapuato, Guanajuato,Guanajuato,,,20.6786652,-101.3544964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   20  ANGOSTURA,Calle,Presa Hidroeléctrica Belisario Domínguez,S/N,,,Col. Centro ,30271,La Angostura, Chiapas,Chiapas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 70  SALTILLO,Calle,Presidente Cárdenas,S/N,,,Col. Zona Centro ,25000,Saltillo, Coahuila,Coahuila,,,25.4251103,-100.9845126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 50 CUATRO CIENEGAS,Calle,Presidente Carranza,S/N,,,Col. Zona Centro ,27640,Cuatrocienegas, Coahuila,Coahuila,,,26.9865592,-102.0636864,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      19 COYOACAN,Calle,Presidente Carranza ,100,,,Col. Coyoacán ,4000,México , D.F. ,D.F.,,,19.3477594,-99.1646171,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     32 PTO. ESCONDIDO,Privada,Privada 2a.Poniente ,S/N,,,Col.  ,71900,San Pedro Mixtepec, Oaxaca,Oaxaca,,,16.2365617,-97.2909326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      12 LA CONCEPCION,Privada,Privada Emiliano Zapata,S/N,,,,92900,La Concepción,  Veracruz Norte, Veracruz Norte,,,20.7157194,-97.5342015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    40 JAHUARA,Privada,Privada Norte,S/N,,,Col. Centro ,81870,Jahuara , Sinaloa,Sinaloa,,,26.414207,-108.619199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  79 GUADALAJARA,Privada,Privada Veracruz ,1215,,,Col. Sector Hidalgo ,44270,Guadalajara, Jalisco,Jalisco,,,20.6969546,-103.3399585,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      37 MONTERREY,Calle,Prof. Moisés Sáenz,S/N,,,Col. Mitras Centro ,64460,Monterrey, Nuevo León,Nuevo León,,,25.6994429,-100.3413691,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH  13 PIHUAMO,Calle,Prol. Álvaro Obregón ,S/N,,,Col. Centro ,49870,Pihuamo, Jalisco,Jalisco,,,19.2532297,-103.3784301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      44 NACO,Calle,Prol. Fco. I. Madero ,S/N,,,Col.  ,84180,Naco, Sonora,Sonora,,,31.3260273,-109.9470019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  66 AYOTLAN,Calle,Prol. González Gallo ,3,,,Col. Centro ,47930,Ayotlan, Jalisco,Jalisco,,,20.1540195,-103.914399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      13 PUEBLA,Calle,Prolong. 11 Sur ,5525,,,Col. San José Mayorazgo ,72450,Puebla, Puebla,Puebla,,,18.9880287,-98.2479674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 28 ROMITA,Calle,Prolong. 16 de Septiembre,S/N,,,Col. Centro ,36200,Romita, Guanajuato,Guanajuato,,,20.8727658,-101.5162811,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF    36 YURIRIA,Calle,Prolong. 5 de Mayo,S/N,,,Carretera a Moroleón Km. 1,38940,Yuriria, Guanajuato,Guanajuato,,,20.211951,-101.133287,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  26 OCAMPO,Calle,Prolong. Allende,S/N,,,Col. Centro ,37630,Ocampo, Guanajuato,Guanajuato,,,21.6511254,-101.4685449,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   44 IRAPUATO,Calle,Prolong. Av. del Trabajo ,No.1435 ,,,Col. Independencia ,36559,Irapuato, Guanajuato,Guanajuato,,,20.6673757,-101.3688149,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      55 FRESNILLO,Calle,Prolong. Avenida Hidalgo,S/N,,,Col. Centro ,99150,Fresnillo, Zacatecas, Zacatecas,,,23.1709291,-102.8621858,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  33   EMILIANO ZAPATA,Calle,Prolong. Camino Ganadero,S/N,,,Col. El Otoño ,86980,Emiliano Zapata , Tabasco,Tabasco,,,17.7442889,-91.763313,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 23   HUIMANGUILLO,Calle,Prolong. Hidalgo,S/N,,,Col. Centro ,86400,Huimanguillo , Tabasco,Tabasco,,,17.8344741,-93.3854435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  27 PURISIMA DE BUSTOS,Calle,Prolong. Hidalgo ,27,,,Col. Centro ,36300,Purísima del Rincón, Guanajuato,Guanajuato,,,21.020558,-101.858194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     39 VILLAHERMOSA,Calle,Prolong. I. Zaragoza Esquina Carmen Cadena de Buendía ,102,,,Col. Nueva Villahermosa ,86070,Villahermosa , Tabasco,Tabasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      56 ACTOPAN,Calle,Prolong. Miguel Hidalgo ,S/N,,,,91480,Actopan, Veracruz Norte, Veracruz Norte,,,19.5045113,-96.6157839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   6 ACAPONETA,Calle,Prolong. Morelos,S/N,,,Col.  ,63400,Acaponeta, Nayarit,Nayarit,,,22.4963889,-105.3594444,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      27 OCAMPO,Calle,Prolong. Pedro José Méndez ,602,,,Col. Zona Centro ,87980,Ocampo, Tamaulipas,Tamaulipas,,,25.8532364,-97.5024377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF   17 LOS REYES,Calle,Prolong.. 16 de Septiembre,165,,,Col. Centro,60300,Los Reyes,Michoacán,Michoacán,,,19.5922443,-102.4734229,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  71 AYUTLA,Calle,Prolongación 5 de Mayo ,201,,,Col. Centro ,48050,Ayutla, Jalisco,Jalisco,,,20.1280233,-104.3439311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF 15 MOROLEON,Calle,Prolongación América Km. 1 ,km. 1,,,Col. Centro ,38800,Moroleón, Guanajuato,Guanajuato,,,20.1281475,-101.1822533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       8 VILLA AYALA,Calle,Prolongación Benito Juárez ,S/N,,,,,,,Morelos,,,25.7981049,-100.3120145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  37  PALMAR,Calle,Prolongación calle 4ta.,S/N,,,Fracc. Palmar de Santa Anita ,21259,Mexicali, Baja California Norte,Baja California,,,32.6245389,-115.4522623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      61 VERACRUZ,Calle,Prolongación Díaz Mirón,S/N,,,"Col. Floresta,  ",91940,Veracruz Norte, Veracruz Norte, Veracruz Norte,,,19.170795,-96.1338278,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       247 ZICTEPEC,Calle,Prolongación Galeana,S/N,,,Col. Centro ,52600,Santiago Tianguistenco, Edo. de Méx. Poniente, Edo. México Poniente,,,19.1725521,-99.4705033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     1 OBREGON,Calle,Prolongación Guerrero,S/N,,,,85120,,,Sonora,,,27.4938859,-109.9319108,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 10 SAN BUENAVENTURA,Calle,Prolongación Hidalgo,S/N,,,Col. Centro ,25500,San Buenaventura, Coahuila,Coahuila,,,27.0554305,-101.5441455,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH  25 NAICA,Calle,Prolongación Hidalgo,S/N,,,Col Fresnillo,,,,Chihuahua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGZMF   23 HIDALGO PARRAL,Calle,Prolongación Independencia,S/N,,,Tecnológico Centro,,,,Chihuahua,,,25.5690364,-103.499067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF       233 VALLE BRAVO,Calle,Prolongación Juárez ,S/N,,,Col. México 68 ,51400,Tejupilco, Edo. de Méx. Poniente, Edo. México Poniente,,,18.9020044,-100.1498531,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  98 TEUCHITLAN,Calle,Prolongación Rogeña ,28,,,Col. Centro ,46760,Teuchitlan, Jalisco,Jalisco,,,20.685614,-103.8477335,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      81 URUAPAN,Calle,Prolongación Tacámbaro,S/N,,,,,Uruapán,Michoacán,Michoacán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  11  COMALCALCO,Calle,Puerto Ceibas ,388,,,Col. Centro ,86300,Comalcalco , Tabasco,Tabasco,,,18.2472853,-93.2210968,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGSMF 13 ISLA DE CEDROS MORRO,Calle,Punta Morro Redondo,S/N,,,,22990,Isla de Cedros, Baja California Sur,Baja California Sur,,,31.8532793,-116.609083,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      20 PERICOS,Calle,Rafael Buelna,S/N,,,Col. Centro ,80950,Pericos , Sinaloa,Sinaloa,,,24.7953771,-107.395037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH       26 TARETAN,Calle,Rafael Ruiz Bejar,143,,,Col. Centro,61710,Taretan,Michoacán,Michoacán,,,19.3340352,-101.92131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  41 SANTIAGO,Calle,Ramiro Palafox ,204,,,,34600,Santiago Papasquiaro, Durango,Durango,,,25.0427689,-105.4200571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH     23 LA REFORMA,Calle,Ramón F. Iturbe ,S/N,,,Col. Centro ,81680,La Reforma , Sinaloa,Sinaloa,,,23.2525533,-106.416399,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     56 V. ISLAS,Calle,Raúl Sandoval,S/N,,,Col.  ,95640,Villa Isla Sur, Veracruz Sur, Veracruz Sur,,,19.2601605,-96.5783387,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH       13 GRAL. TERAN,Calle,Reforma ,S/N,,,Col.  ,67400,General Terán, Nuevo León,Nuevo León,,,25.250811,-99.676941,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      24 SANTA ANA,Calle,Reforma ,302,,,,84600,Santa Ana, Sonora,Sonora,,,20.6199335,-100.4254716,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGOMF   13 AZCAPOTZALCO,Calle,Reforma ,6,,,Col. Azcapotzalco ,2000,Azcapotzalco , D.F. ,D.F.,,,19.4799974,-99.1877142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      46 LA HUACANA,Calle,Revolución Sur,S/N,,,Col. Centro ,61853,La Huacana,Michoacán,Michoacán,,,18.5925088,-95.4393978,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      26 XALISCO,Calle,Rey Nayar ,8,,,Col. Andareñas,,,,Nayarit,,,21.4847208,-104.8780273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  49 CELAYA,Calle,Río Lerma,S/N,,,Centro,38060,Celaya, Guanajuato,Guanajuato,,,20.5183045,-100.8204496,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGZMF   8 SAN ANGEL,Calle,Río Magdalena ,289,,,Col. Tizapán San Angel ,1090,México , D.F. ,D.F.,,,19.3371648,-99.1973031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   66 PUEBLO NUEVO,Calle,Rio Pilón ,1000,,,Pueblo Nuevo Apodaca,,,,Nuevo León,,,25.7596093,-100.1676487,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  85 JALOSTITLAN,Calle,Rio Soto la Marina ,42,,,Col. Fracc. Lagos del Sol ,47120,Jalostotitlán, Jalisco,Jalisco,,,21.1572033,-102.4633658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF 9 PUERTO PEÑASCO,Calle,Río Suchiate,S/N,,,,83550,,,Sonora,,,31.3444067,-113.5052859,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      35 CULIACAN,Calle,Río Zuaque ,S/N,,,Col. Miguel Alemán ,80200,Culiacán , Sinaloa,Sinaloa,,,24.7965589,-107.3882887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      23 CD. IXTPEPEC,Calle,Rivera del Río,S/N,,,Col. Centro ,70110,Ciudad Ixtepec, Oaxaca,Oaxaca,,,16.5597457,-95.0962673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  4 CALVILLO,Calle,Rodolfo Landeros Gallegos ,320,,,Col. Bugambilias ,20800,Calvillo, Aguascalientes,Aguascalientes,,,21.8469085,-102.7063416,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF      42 ALAMOS,Calle,Rosales ,79,,,Col. Centro ,85760,Alamos, Sonora,Sonora,,,27.0239784,-108.9352791,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF     27 SAN IGNACIO,Calle,Sacrificio ,S/N,,,Col. Centro ,82913,San Ignacio , Sinaloa,Sinaloa,,,23.2361214,-106.433651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  32 CUERAMARO,Calle,Salazar,S/N,,,Col. Centro ,36960,Cuerámaro, Guanajuato,Guanajuato,,,20.6274257,-101.6815371,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMFH       18 ZITACUARO,Calle,Salazar Nte,143,,,Col. Moctezuma ,61505,Zitacuaro,Michoacán,Michoacán,,,19.4431487,-100.3509333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  5 COMONFORT,Calle,Salida Carretera a Celaya,S/N,,,,38200,Comonfort, Guanajuato,Guanajuato,,,20.716609,-100.7577044,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HGZMF   2 ZACAPU,Calle,Salvador Allende ,100,,,Col Centro  ,58600,Zacapu,Michoacán,Michoacán,,,19.8172747,-101.7808215,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF   167 H.PROVINCIA,Calle,San Lorenzo ,360,,,Col. Sector Libertad ,44360,Guadalajara, Jalisco,Jalisco,,,20.6752328,-103.3359429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMF  22   CUNDUACAN,Calle,Sánchez Mármol  ,45,,,Col. Centro ,86690,Cunduacán , Tabasco,Tabasco,,,18.0672222,-93.1755556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
